test_loss: 0.251374
auPRC: 0.783579
auROC: 0.787416
thresholds, precision, recall, specificity, FPR
0.000000	0.096253	1.000000	0.000000	1.000000
0.010000	0.096331	0.999888	0.001010	0.998990
0.020000	0.097304	0.997474	0.014441	0.985559
0.030000	0.103101	0.979010	0.092936	0.907064
0.040000	0.121023	0.922326	0.286555	0.713445
0.050000	0.146135	0.848187	0.472169	0.527831
0.060000	0.168765	0.789202	0.586002	0.413998
0.070000	0.206561	0.734033	0.699704	0.300296
0.080000	0.230013	0.693512	0.752741	0.247259
0.090000	0.252152	0.657537	0.792299	0.207701
0.100000	0.273154	0.627006	0.822305	0.177695
0.110000	0.292974	0.600236	0.845724	0.154276
0.120000	0.312878	0.575149	0.865474	0.134526
0.130000	0.330571	0.552924	0.880746	0.119254
0.140000	0.347840	0.531990	0.893770	0.106230
0.150000	0.363521	0.512291	0.904470	0.095530
0.160000	0.381022	0.496240	0.914141	0.085859
0.170000	0.396651	0.481311	0.922025	0.077975
0.180000	0.411762	0.466831	0.928971	0.071029
0.190000	0.424458	0.451734	0.934763	0.065237
0.200000	0.436948	0.438321	0.939844	0.060156
0.210000	0.448854	0.425300	0.944381	0.055619
0.220000	0.460827	0.413627	0.948457	0.051543
0.230000	0.471727	0.402178	0.952032	0.047968
0.240000	0.483098	0.391402	0.955397	0.044603
0.250000	0.493796	0.381917	0.958302	0.041698
0.260000	0.505619	0.373723	0.961081	0.038919
0.270000	0.517850	0.365529	0.963753	0.036247
0.280000	0.526860	0.357784	0.965780	0.034220
0.290000	0.535791	0.349927	0.967710	0.032290
0.300000	0.546503	0.342968	0.969689	0.030311
0.310000	0.557371	0.335054	0.971661	0.028339
0.320000	0.566495	0.327758	0.973287	0.026713
0.330000	0.574453	0.319789	0.974770	0.025230
0.340000	0.582985	0.312661	0.976180	0.023820
0.350000	0.592532	0.305478	0.977627	0.022373
0.360000	0.600966	0.300314	0.978762	0.021238
0.370000	0.608857	0.293972	0.979886	0.020114
0.380000	0.615883	0.288136	0.980861	0.019139
0.390000	0.624443	0.283309	0.981853	0.018147
0.400000	0.635548	0.278146	0.983012	0.016988
0.410000	0.643926	0.272814	0.983933	0.016067
0.420000	0.649761	0.267482	0.984644	0.015356
0.430000	0.657067	0.262487	0.985409	0.014591
0.440000	0.661760	0.257380	0.985989	0.014011
0.450000	0.669056	0.251431	0.986754	0.013246
0.460000	0.675185	0.246156	0.987388	0.012612
0.470000	0.682416	0.241553	0.988027	0.011973
0.480000	0.688541	0.236727	0.988595	0.011405
0.490000	0.695132	0.231620	0.989181	0.010819
0.500000	0.700347	0.226400	0.989683	0.010317
0.510000	0.707461	0.221910	0.990227	0.009773
0.520000	0.711999	0.217140	0.990645	0.009355
0.530000	0.716817	0.213380	0.991022	0.008978
0.540000	0.721727	0.209171	0.991411	0.008589
0.550000	0.727726	0.204905	0.991835	0.008165
0.560000	0.733758	0.200303	0.992259	0.007741
0.570000	0.741291	0.195869	0.992720	0.007280
0.580000	0.746943	0.191997	0.993072	0.006928
0.590000	0.752978	0.188012	0.993431	0.006569
0.600000	0.757856	0.184084	0.993736	0.006264
0.610000	0.763195	0.180155	0.994047	0.005953
0.620000	0.770516	0.176002	0.994417	0.005583
0.630000	0.774918	0.172354	0.994668	0.005332
0.640000	0.777720	0.168481	0.994871	0.005129
0.650000	0.783074	0.164104	0.995158	0.004842
0.660000	0.791435	0.159726	0.995517	0.004483
0.670000	0.797421	0.156190	0.995774	0.004226
0.680000	0.805794	0.152991	0.996073	0.003927
0.690000	0.814010	0.149343	0.996366	0.003634
0.700000	0.819361	0.145359	0.996587	0.003413
0.710000	0.823761	0.140869	0.996790	0.003210
0.720000	0.829577	0.136323	0.997017	0.002983
0.730000	0.833569	0.132114	0.997191	0.002809
0.740000	0.839194	0.128578	0.997376	0.002624
0.750000	0.846066	0.124930	0.997579	0.002421
0.760000	0.844611	0.120496	0.997639	0.002361
0.770000	0.850820	0.116511	0.997824	0.002176
0.780000	0.857082	0.112751	0.997998	0.002002
0.790000	0.861443	0.109215	0.998129	0.001871
0.800000	0.866790	0.105175	0.998279	0.001721
0.810000	0.870469	0.101078	0.998398	0.001602
0.820000	0.874873	0.096924	0.998524	0.001476
0.830000	0.879723	0.092771	0.998649	0.001351
0.840000	0.883773	0.088338	0.998763	0.001237
0.850000	0.886604	0.084690	0.998846	0.001154
0.860000	0.890557	0.079919	0.998954	0.001046
0.870000	0.895833	0.074812	0.999074	0.000926
0.880000	0.898148	0.070771	0.999145	0.000855
0.890000	0.901082	0.065439	0.999235	0.000765
0.900000	0.907807	0.061342	0.999337	0.000663
0.910000	0.918423	0.056235	0.999468	0.000532
0.920000	0.928138	0.051465	0.999576	0.000424
0.930000	0.935666	0.046526	0.999659	0.000341
0.940000	0.939553	0.040128	0.999725	0.000275
0.950000	0.942943	0.035245	0.999773	0.000227
0.960000	0.951351	0.029633	0.999839	0.000161
0.970000	0.948198	0.023628	0.999863	0.000137
0.980000	0.952532	0.016893	0.999910	0.000090
0.990000	0.952381	0.008980	0.999952	0.000048
1.000000	1.000000	0.000000	1.000000	0.000000
